Hisse,Tarih,close,%Deg,%Vol,5_EMA,8_EMA,13_EMA,21_EMA,4_EMA,9_EMA,9_WMA,15_WMA,200_EMA,PP,VolMov,rsi,K_C5,K_C8,K_C13,K_58,K_513,K_521,K_Ort,Ema_4X9,Ema_5X21,K_W_Ort,K_TkKj,Ort,Tk,Spb,Chk,200,Pvt,Vl,Fh,Macd,Rsi,DI,A,S
ASUZU,29-04-2024,118.6,9.92,142.61,112.46,110.63,107.22,102.03,113.09,109.98,111.95,109.63,75.44,114.57,4843998.33,70.87,+,+,,,,,,+_15-03-2024 09:00:00,+_18-03-2024 09:00:00,,,+,+,,+,,+,,,,+,,7,0
AYDEM,29-04-2024,28.14,2.7,-16.81,27.86,27.75,27.64,27.63,27.88,27.72,27.94,27.54,22.45,27.91,2668048.0,52.89,+,+,+,,,,,+_17-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,+,,-,,+,,,,,+,7,1
ULKER,29-04-2024,116.5,5.72,169.01,112.35,111.6,110.58,109.36,112.71,111.38,111.71,111.4,81.99,114.5,6874984.67,62.95,+,,,,,,,+_05-04-2024 09:00:00,+_08-04-2024 09:00:00,,,,+,,+,,,+,+,,+,,6,0
LINK,29-04-2024,460.5,3.89,65.56,455.2,451.87,443.59,432.45,455.46,450.27,458.24,450.25,250.09,456.83,154555.67,58.18,+,+,,,,,,+_08-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,+,,+,,+,,,,,,6,0
HDFGS,29-04-2024,2.25,5.14,64.64,2.14,2.13,2.12,2.11,2.16,2.12,2.11,2.11,1.92,2.21,34118928.0,60.91,,,,,+,+,,+_26-04-2024 09:00:00,+_29-04-2024 09:00:00,,+,,,,+,,,+,,+,,,6,0
CLEBI,29-04-2024,1750.0,2.16,-4.64,1738.72,1745.13,1740.47,1702.71,1736.88,1745.95,1736.0,1761.6,1091.42,1733.67,183272.67,55.24,+,+,+,,,,,-_22-04-2024 09:00:00,+_11-01-2024 09:00:00,,,+,,,+,,+,,,,,,6,0
KUTPO,29-04-2024,111.8,4.49,35.94,110.15,109.39,107.31,103.46,110.29,109.03,110.25,109.25,70.37,109.0,1240562.67,60.68,+,+,,,,,,+_25-03-2024 09:00:00,+_12-01-2024 09:00:00,,,+,+,,+,,+,,,,,,6,0
EUKYO,29-04-2024,27.38,5.31,21.67,26.25,26.3,26.39,26.1,26.33,26.33,25.86,26.52,16.23,26.77,498138.67,54.63,,,+,,,+,,-_18-04-2024 09:00:00,+_29-04-2024 09:00:00,,,,+,,+,,+,,,,+,,6,0
MOGAN,29-04-2024,16.41,3.66,72.94,16.23,16.36,16.62,16.95,16.2,16.41,16.21,16.47,17.52,16.25,36409555.67,45.55,+,+,,,,,,-_16-04-2024 09:00:00,-_28-03-2024 09:00:00,,,+,,,,,+,,+,,,+,6,0
DIRIT,29-04-2024,16.75,8.63,18.16,15.3,15.04,14.98,15.14,15.48,15.01,14.87,14.81,11.99,16.36,245304.33,58.18,,,,,+,+,,+_26-04-2024 09:00:00,+_29-04-2024 09:00:00,+,,,,,+,,,,,,,+,5,0
MEGMT,29-04-2024,46.0,3.14,28.41,45.51,45.12,44.74,44.93,45.61,45.01,45.42,44.61,43.77,45.75,5931554.67,51.45,+,+,,,,,,+_19-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,+,,,,+,,,,,,5,0
KONKA,29-04-2024,56.35,4.35,116.93,54.83,53.98,52.79,51.81,55.1,53.7,54.51,53.21,48.19,56.08,2357006.67,59.35,+,,,,,,,+_05-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,+,,+,,+,,,,,,5,0
EUHOL,29-04-2024,3.28,0.61,-4.14,3.27,3.27,3.27,3.28,3.27,3.26,3.26,3.26,2.91,3.27,20233982.33,49.38,+,+,+,,,,,+_25-04-2024 09:00:00,-_22-03-2024 09:00:00,,,+,,,-,,+,,,,,,5,1
ARZUM,29-04-2024,47.14,0.99,42.74,46.39,46.36,46.65,47.33,46.47,46.4,46.08,46.38,39.56,47.1,2388366.0,48.3,,,,+,,,+,+_29-04-2024 09:00:00,-_19-03-2024 09:00:00,,,,+,,-,,,+,+,,,,5,1
BIMAS,29-04-2024,387.75,0.32,0.32,381.0,380.06,379.54,378.99,381.87,379.93,377.91,381.11,308.88,386.17,3760891.33,55.6,,,,+,+,+,+,+_29-04-2024 09:00:00,+_29-04-2024 09:00:00,,,,,,-,,,,,+,,,5,1
AGYO,29-04-2024,9.15,3.98,-22.89,8.99,8.9,8.81,8.8,9.02,8.88,8.97,8.81,7.95,9.02,5598345.0,54.68,+,+,,,,,,+_09-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,+,,-,,+,,-,,,,5,2
ENSRI,29-04-2024,28.64,6.63,-23.09,27.6,27.87,28.57,29.75,27.61,27.99,27.35,28.28,26.35,28.07,4974237.33,44.64,+,+,+,,,,,-_17-04-2024 09:00:00,-_21-03-2024 09:00:00,,,+,,,-,,+,,,,,,5,1
ATSYH,29-04-2024,52.5,5.97,41.5,51.08,50.39,49.48,48.69,51.29,50.18,50.96,49.68,57.88,52.3,59537.67,61.42,+,+,,,,,,+_16-04-2024 09:00:00,+_17-04-2024 09:00:00,,,+,,,+,,+,,,,,,5,0
BAKAB,29-04-2024,53.5,2.88,-8.97,53.3,52.7,51.38,49.73,53.36,52.44,53.61,52.31,38.21,53.3,259618.0,64.79,+,+,,,,,,+_08-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,,,+,,+,,,,,,5,0
TATEN,29-04-2024,32.92,1.42,90.51,32.87,32.87,32.85,33.11,32.84,32.86,32.99,32.89,42.18,33.0,3757556.0,48.01,+,+,+,,,,,-_26-04-2024 09:00:00,-_25-04-2024 09:00:00,,,+,,,,,,,,,,+,5,0
KLRHO,29-04-2024,43.5,0.88,-38.38,43.41,43.3,43.35,43.97,43.46,43.28,43.24,43.2,35.59,43.09,882539.33,46.08,+,+,+,,,,,+_24-04-2024 09:00:00,-_15-03-2024 09:00:00,,,+,,,-,,+,,-,,,,5,2
ALVES,29-04-2024,63.0,3.53,-3.59,59.73,59.22,58.97,58.4,60.12,59.15,58.82,58.7,54.15,62.72,22646016.67,58.27,,,,+,+,,,+_26-04-2024 09:00:00,+_26-04-2024 09:00:00,+,,,,,,,,+,+,,,,5,0
KONYA,29-04-2024,11425.0,2.08,28.6,11361.35,11313.39,11170.29,10933.76,11363.43,11287.88,11403.5,11302.96,7702.71,11385.0,24745.0,57.46,+,+,,,,,,+_08-04-2024 09:00:00,+_05-04-2024 09:00:00,,,+,,,+,,+,,,,,,5,0
KOZAL,29-04-2024,23.9,2.14,10.5,23.5,23.47,23.4,23.28,23.53,23.46,23.42,23.58,22.91,23.69,76161460.67,55.5,,,,+,+,,+,+_29-04-2024 09:00:00,+_05-04-2024 09:00:00,,,,,,+,,,,,,+,,5,0
DOKTA,29-04-2024,35.88,1.59,9.55,35.5,35.32,35.06,34.93,35.55,35.26,35.43,35.25,32.77,35.87,825962.33,55.22,,,,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,+,+,+,,+,,,,,,5,0
DESA,29-04-2024,31.68,7.46,298.13,30.14,29.74,29.03,27.99,30.3,29.61,29.91,29.66,20.73,31.2,1914180.33,70.8,,,,,,,,+_27-03-2024 09:00:00,+_27-03-2024 09:00:00,,,,+,,+,,,+,+,,+,,5,0
TEZOL,29-04-2024,23.26,4.59,14.48,22.54,22.41,22.28,22.22,22.61,22.38,22.39,22.4,19.23,22.96,5501618.67,58.46,,,,,,,,+_26-04-2024 09:00:00,+_09-04-2024 09:00:00,,,,+,+,-,,+,,+,,,,4,1
HEKTS,29-04-2024,15.54,0.78,1.92,15.44,15.45,15.55,15.83,15.45,15.46,15.4,15.44,21.47,15.52,38502725.67,42.15,,+,,,,,,-_26-02-2024 09:00:00,-_29-02-2024 09:00:00,,,,+,,-,,+,,+,,,,4,1
KLMSN,29-04-2024,32.3,0.31,-30.97,32.3,32.24,32.03,31.87,32.29,32.2,32.4,32.31,26.94,32.35,746006.33,52.55,+,+,,,,,,+_08-04-2024 09:00:00,+_15-04-2024 09:00:00,,,+,,,+,,-,,,,,,4,1
KAPLM,29-04-2024,186.4,5.91,27.31,177.04,174.41,172.54,170.38,178.5,173.89,173.65,171.63,123.27,183.63,133352.0,60.85,,,,,,,,+_25-04-2024 09:00:00,+_25-04-2024 09:00:00,,+,,,,+,,+,,,+,,,4,0
KCHOL,29-04-2024,225.0,3.69,28.43,218.57,217.24,214.86,210.17,219.23,216.82,217.34,216.91,154.17,222.97,14323421.0,67.92,,,,,,,,+_07-03-2024 09:00:00,+_07-03-2024 09:00:00,+,,,,,+,,,,+,,+,,4,0
MOBTL,29-04-2024,7.13,1.13,-14.18,7.12,7.01,6.84,6.7,7.15,6.97,7.1,6.89,5.12,7.1,31243676.67,56.99,+,,,,,,,+_18-04-2024 09:00:00,+_19-04-2024 09:00:00,,,,+,,+,,+,,,,,,4,0
LIDFA,29-04-2024,9.01,2.15,-12.83,8.96,8.9,8.8,8.68,8.97,8.88,8.94,8.86,7.08,9.02,10691648.67,56.14,+,+,,,,,,+_05-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,,,+,,,,,,,,4,0
ISFIN,29-04-2024,11.88,1.11,-33.92,11.82,11.72,11.56,11.4,11.84,11.68,11.79,11.64,10.65,11.84,11468341.0,60.96,+,,,,,,,+_05-04-2024 09:00:00,+_08-04-2024 09:00:00,,,+,,,+,,+,,,,,,4,0
OSMEN,29-04-2024,233.7,9.98,-82.59,216.86,212.87,210.1,209.73,218.99,212.03,212.32,209.16,182.2,233.7,139148.0,63.99,,,,,,,,+_22-04-2024 09:00:00,+_26-04-2024 09:00:00,,+,,,+,+,,+,,,,,,4,0
LOGO,29-04-2024,92.5,2.72,10.26,90.89,89.54,87.95,87.18,91.31,89.14,90.34,88.12,80.24,92.08,816986.67,57.38,+,,,,,,,+_08-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,,,+,,+,,,,,,4,0
VESTL,29-04-2024,86.0,1.84,64.81,85.81,86.11,86.07,85.37,85.66,86.15,86.22,86.71,66.77,86.05,8553204.67,52.29,+,,,,,,,-_25-04-2024 09:00:00,+_28-03-2024 09:00:00,,,+,,,+,,,+,,,,,4,0
PAGYO,29-04-2024,39.72,2.64,69.56,38.97,38.77,38.61,38.57,39.08,38.73,38.68,38.62,35.94,39.5,306742.67,55.54,,,,,,,,+_24-04-2024 09:00:00,+_24-04-2024 09:00:00,+,,,,,+,,+,+,,,,,4,0
PETUN,29-04-2024,96.05,6.02,74.29,91.85,90.8,89.58,88.46,92.34,90.51,90.98,90.14,75.37,95.17,506752.0,65.21,,,,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,,,,,+,,+,,+,,,,3,0
ERSU,29-04-2024,48.38,1.85,190.86,46.41,45.71,44.83,43.15,46.78,45.54,45.47,45.1,21.77,48.66,1348790.67,61.85,,,,,,,,+_25-04-2024 09:00:00,+_22-03-2024 09:00:00,+,,,,,+,,-,+,,,,,3,1
EKGYO,29-04-2024,9.81,1.34,-31.05,9.57,9.58,9.65,9.78,9.59,9.59,9.45,9.66,8.88,9.77,205115078.67,49.46,,,,,,,,-_18-04-2024 09:00:00,-_18-04-2024 09:00:00,,,,+,,-,,,,+,+,,,3,1
ECZYT,29-04-2024,236.5,1.07,51.89,234.28,233.8,233.71,235.11,234.57,233.72,233.36,233.79,231.67,235.7,609596.0,49.68,,,,,+,,,+_25-04-2024 09:00:00,-_21-02-2024 09:00:00,,,,+,,-,,+,,,,,,3,1
GRSEL,29-04-2024,103.1,7.96,132.06,96.7,94.8,92.12,88.82,97.52,94.23,95.34,93.64,60.76,100.43,1540086.0,72.61,,,,,,,,+_29-03-2024 09:00:00,+_29-03-2024 09:00:00,,,,,,+,,,+,+,,,,3,0
DGNMO,29-04-2024,13.76,5.2,98.9,13.16,13.0,12.78,12.49,13.24,12.96,13.06,12.91,10.46,13.57,4227612.67,69.63,,,,,,,,+_01-04-2024 09:00:00,+_02-04-2024 09:00:00,,,,,,+,,,+,+,,,,3,0
CASA,29-04-2024,98.65,2.44,49.88,96.38,95.99,95.93,96.26,96.65,95.94,95.7,95.73,108.63,98.67,53497.0,53.86,,,,,+,+,,+_26-04-2024 09:00:00,+_29-04-2024 09:00:00,,,,,+,-,,-,,,,,,3,2
QNBFB,29-04-2024,324.0,8.18,42.48,307.46,300.46,293.77,288.41,310.46,298.73,301.67,292.5,220.26,316.33,33202.0,63.42,,,,,,,,+_22-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,,,+,,+,,,,,,3,0
KLSER,29-04-2024,60.25,1.35,33.88,59.77,59.85,60.1,60.87,59.77,59.88,59.66,60.03,73.38,60.1,2067079.33,45.79,+,+,+,,,,,-_17-04-2024 09:00:00,-_29-04-2024 09:00:00,,,,,,,,,,,,,,3,0
RNPOL,29-04-2024,35.34,1.14,-6.77,35.27,35.47,35.91,36.62,35.23,35.55,35.19,35.67,32.18,35.43,891099.0,41.72,+,,,,,,,-_16-04-2024 09:00:00,-_12-03-2024 09:00:00,,,+,,,-,,-,,+,,,,3,2
CRDFA,29-04-2024,12.28,9.94,-12.64,11.52,10.97,10.24,9.49,11.71,10.81,11.28,10.44,6.47,11.65,56599215.33,74.1,,,,,,,,+_04-04-2024 09:00:00,+_05-04-2024 09:00:00,,,+,,,+,,+,,,,,,3,0
TRGYO,29-04-2024,46.1,0.79,5.69,45.88,45.57,44.83,43.76,45.93,45.43,46.0,45.45,32.59,45.8,2394969.67,60.99,+,,,,,,,+_05-04-2024 09:00:00,+_05-04-2024 09:00:00,,,+,,,+,,,,,,,,3,0
MGROS,29-04-2024,449.0,1.41,17.86,439.69,436.49,434.99,436.44,441.46,435.9,434.94,433.87,365.03,446.67,2030961.0,55.42,,,,,,+,,+_25-04-2024 09:00:00,+_29-04-2024 09:00:00,+,,,,,-,,+,,,,,,3,1
BARMA,29-04-2024,20.44,0.69,114.26,20.5,20.43,20.21,19.96,20.49,20.39,20.54,20.47,18.68,20.62,2080730.67,55.0,,+,,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,,,,,+,,,+,,,,,3,0
ISYAT,29-04-2024,11.09,0.0,-20.18,11.07,11.07,11.09,11.16,11.08,11.07,11.05,11.07,9.46,11.12,2982198.67,47.46,,,,+,,,+,+_29-04-2024 09:00:00,-_14-03-2024 09:00:00,,,,+,,-,,,,,,,,3,1
KLGYO,29-04-2024,6.21,4.72,-47.01,5.99,5.85,5.72,5.62,6.04,5.81,5.86,5.69,4.08,6.16,104877370.33,61.69,,,,,,,,+_22-04-2024 09:00:00,+_24-04-2024 09:00:00,,,+,,,+,,+,,,,,,3,0
KERVT,29-04-2024,14.2,6.53,62.54,13.63,13.39,13.16,13.0,13.72,13.33,13.46,13.15,11.58,13.96,4321652.67,64.25,+,,,,,,,+_19-04-2024 09:00:00,+_22-04-2024 09:00:00,,,+,,,-,,+,,,,,,3,1
TUKAS,29-04-2024,8.84,4.62,-28.68,8.52,8.42,8.32,8.27,8.56,8.4,8.45,8.34,7.7,8.73,43446631.67,63.27,,,,,,,,+_09-04-2024 09:00:00,+_16-04-2024 09:00:00,,,,+,,+,,+,,,,,,3,0
AKGRT,29-04-2024,7.33,1.52,-14.39,7.2,7.11,6.98,6.82,7.23,7.09,7.15,7.05,5.59,7.33,37308550.67,64.35,,,,,,,,+_21-03-2024 09:00:00,+_25-03-2024 09:00:00,,,,,,+,,+,,,,+,,3,0
ULUFA,29-04-2024,14.4,1.34,-34.76,14.5,14.37,14.11,13.78,14.52,14.32,14.5,14.31,10.4,14.29,6222325.0,55.89,,+,,,,,,+_05-04-2024 09:00:00,+_08-04-2024 09:00:00,,,,,,+,,+,,-,,,,3,1
YKBNK,29-04-2024,31.92,2.18,3.03,31.21,31.0,30.5,29.55,31.29,30.91,31.1,30.97,20.62,31.83,125911558.67,63.93,,,,,,,,+_19-03-2024 09:00:00,+_19-03-2024 09:00:00,,,,+,,+,,,,+,,,,3,0
AYGAZ,29-04-2024,187.8,3.64,29.57,182.33,179.61,175.58,170.93,183.26,178.74,181.16,177.6,133.98,186.33,678224.0,73.26,,,,,,,,+_05-04-2024 09:00:00,+_05-04-2024 09:00:00,,,,,,+,,+,,+,,,,3,0
AKSGY,29-04-2024,18.08,9.98,65.25,16.85,16.6,16.43,16.36,16.99,16.55,16.54,16.37,12.52,17.54,7305912.33,66.57,,,,,,,,+_22-04-2024 09:00:00,+_26-04-2024 09:00:00,,+,,,,+,,+,,,,,,3,0
VERUS,29-04-2024,276.25,3.27,80.45,270.88,268.79,265.09,261.7,271.38,267.99,271.96,267.24,217.17,274.67,87588.33,59.05,+,,,,,,,+_09-04-2024 09:00:00,+_16-04-2024 09:00:00,,,+,,,+,,,,,,,,3,0
ISDMR,29-04-2024,38.0,5.5,35.25,36.2,35.77,35.46,35.46,36.43,35.67,35.71,35.39,36.42,37.48,6343625.0,62.7,,,,,,,,+_22-04-2024 09:00:00,+_26-04-2024 09:00:00,,,,,,+,+,,+,,,,,3,0
ANHYT,29-04-2024,55.95,4.09,140.0,54.3,53.22,51.76,50.45,54.65,52.88,53.89,52.24,39.93,55.95,1023816.67,68.06,,,,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,,+,,,+,,,,+,,,,3,0
ALKA,29-04-2024,30.76,2.95,36.5,29.4,29.0,28.79,29.02,29.62,28.92,28.92,28.65,29.51,31.11,2829362.0,56.59,,,,,,+,,+_25-04-2024 09:00:00,+_29-04-2024 09:00:00,,+,,,,-,,-,+,,,,,3,2
LKMNH,29-04-2024,85.15,2.71,80.17,82.9,81.42,78.72,75.14,83.33,80.88,82.57,80.62,50.78,84.27,345280.0,76.11,,,,,,,,+_02-04-2024 09:00:00,+_03-04-2024 09:00:00,,,,,,+,,,,+,,,,2,0
PAMEL,29-04-2024,138.0,0.0,-6.27,136.65,136.16,135.69,135.75,136.88,136.04,136.07,135.91,157.18,137.4,242714.33,52.83,,,,,,,,+_26-04-2024 09:00:00,+_26-04-2024 09:00:00,,,,,,+,,,,+,,,,2,0
RAYSG,29-04-2024,491.0,1.71,43.24,481.47,474.92,463.7,445.88,483.62,472.69,478.57,470.34,228.57,486.58,167506.0,77.64,,,,,,,,+_26-02-2024 09:00:00,+_29-04-2024 09:00:00,,,,,,+,,+,,-,,,,2,1
GEDIK,29-04-2024,15.38,2.47,-25.63,15.03,14.85,14.62,14.42,15.1,14.8,14.93,14.72,13.11,15.27,1331727.67,65.49,,,,,,,,+_05-04-2024 09:00:00,+_09-04-2024 09:00:00,,,,,,+,,+,,,,,,2,0
DERIM,29-04-2024,56.95,9.94,194.38,50.99,48.5,45.28,41.55,51.98,47.78,49.55,46.34,21.51,56.32,1229629.0,77.45,,,,,,,,+_05-04-2024 09:00:00,+_05-01-2024 09:00:00,,,,,,+,,,+,,,,,2,0
AKYHO,29-04-2024,7.04,0.28,-28.96,7.04,7.09,7.07,6.92,7.03,7.09,7.04,7.21,4.49,7.14,11507784.67,54.52,,,,,,,,-_19-04-2024 09:00:00,+_29-04-2024 09:00:00,,,+,,,+,,,,,,,,2,0
VKGYO,29-04-2024,2.07,1.47,0.2,2.02,2.0,1.99,1.98,2.03,2.0,2.0,1.99,1.93,2.06,85149528.0,60.63,,,,,,,,+_25-04-2024 09:00:00,+_25-04-2024 09:00:00,,,,,+,+,,,,,,,,2,0
MAKIM,29-04-2024,27.36,-0.51,47.67,27.17,26.82,26.41,26.2,27.27,26.72,27.04,26.48,23.15,27.17,790692.67,57.99,,,,,,,,+_08-04-2024 09:00:00,+_19-04-2024 09:00:00,,,,,,+,,+,-,,,,,2,1
GLBMD,29-04-2024,39.86,0.15,371.3,39.27,38.94,38.65,38.6,39.42,38.86,38.94,38.62,33.08,41.13,819057.0,55.81,,,,,,,,+_22-04-2024 09:00:00,+_24-04-2024 09:00:00,,,,-,,+,,-,+,,,,,2,2
PNSUT,29-04-2024,94.0,5.26,51.52,90.53,89.62,88.61,87.8,90.93,89.38,89.84,88.93,76.45,92.67,542651.0,63.54,,,,,,,,+_08-04-2024 09:00:00,+_09-04-2024 09:00:00,,,,,,+,,,,+,,,,2,0
VESBE,29-04-2024,21.8,-0.09,19.09,21.74,21.67,21.45,21.08,21.75,21.63,21.73,21.74,17.09,21.82,7093768.33,60.63,,,,,,,,+_03-04-2024 09:00:00,+_04-04-2024 09:00:00,-,,,+,,+,,-,-,,-,,,2,4
AKSA,29-04-2024,116.5,3.01,181.13,109.27,106.87,104.68,103.08,110.47,106.3,107.03,104.69,91.1,118.63,8256217.33,69.37,,,,,,,,+_09-04-2024 09:00:00,+_16-04-2024 09:00:00,,,,,,+,,-,+,,,,,2,1
YAPRK,29-04-2024,428.5,-5.25,30.2,424.26,417.78,411.85,406.36,427.07,416.22,418.17,410.47,251.44,446.92,634481.0,56.73,,,,,,,,+_24-04-2024 09:00:00,+_24-04-2024 09:00:00,,+,,-,,+,,-,-,,,,,2,3
VKING,29-04-2024,58.75,9.92,-9.89,53.38,51.06,48.66,46.39,54.4,50.47,51.39,48.74,35.24,57.0,2396515.33,76.77,,,,,,,,+_01-04-2024 09:00:00,+_03-01-2024 09:00:00,,,,,,+,,+,,,,,,2,0
